paper_id,title,doi,full_text_status,full_text_source,full_text_url,full_text_license,full_text_text_path,full_text_chars,full_text_error,full_text_manual_lookup_url
https://openalex.org/W2664267452,"Artificial intelligence in healthcare: past, present and future",10.1136/svn-2017-000101,landing_pdf_text_extracted,unpaywall,https://www.fda.gov/media/85183/download,cc-by-nc,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1136_svn_2017_000101_2017ecd023051f6c.txt,31180,,
https://openalex.org/W2664267452,"Artificial intelligence in healthcare: past, present and future",10.1136/svn-2017-000101,pdf_text_extracted,provider_metadata,https://svn.bmj.com/content/svnbmj/2/4/230.full.pdf,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1136_svn_2017_000101_9d7f232b88e37fe0.txt,56226,,
https://openalex.org/W4220862305,Machine-Learning-Based Disease Diagnosis: A Comprehensive Review,10.3390/healthcare10030541,landing_pdf_text_extracted,unpaywall,https://pdfs.semanticscholar.org/9da0/35f1d7372cfe52167ff301bc12d5f415caf1.pdf,cc-by,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_3390_healthcare10030541_697b63c87e3bf7f8.txt,23866,,
https://openalex.org/W3156614709,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,10.1155/2021/8812542,html_text_extracted,provider_metadata,https://onlinelibrary.wiley.com/action/cookieAbsent,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1155_2021_8812542_b697eb857acc8fa6.txt,1328,,
https://openalex.org/W4386958277,Revolutionizing healthcare: the role of artificial intelligence in clinical practice,10.1186/s12909-023-04698-z,pdf_text_extracted,provider_metadata,https://link.springer.com/content/pdf/10.1186/s12909-023-04698-z.pdf?error=cookies_not_supported&code=c554dba4-e8cb-49c3-bb96-1c397015ce67,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1186_s12909_023_04698_z_a0c6bda518d66333.txt,85887,,
https://openalex.org/W2137777161,The cholinergic hypothesis of Alzheimer's disease: a review of progress,10.1136/jnnp.66.2.137,html_text_extracted,unpaywall,https://pmc.ncbi.nlm.nih.gov/articles/PMC1736202/,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1136_jnnp_66_2_137_fef117000e080366.txt,31089,,
https://openalex.org/W2889787710,Inflammation as a central mechanism in Alzheimer's disease,10.1016/j.trci.2018.06.014,html_text_extracted,provider_metadata,https://onlinelibrary.wiley.com/action/cookieAbsent,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1016_j_trci_2018_06_014_b697eb857acc8fa6.txt,1328,,
https://openalex.org/W2621028221,Deep Learning for Brain MRI Segmentation: State of the Art and Future Directions,10.1007/s10278-017-9983-4,pdf_text_extracted,provider_metadata,https://link.springer.com/content/pdf/10.1007/s10278-017-9983-4.pdf?error=cookies_not_supported&code=2f49ab8d-1c79-421d-88c4-88e263d70865,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1007_s10278_017_9983_4_1b09a0019502dc0e.txt,56487,,
https://openalex.org/W2309442902,"Preclinical Alzheimer's disease: Definition, natural history, and diagnostic criteria",10.1016/j.jalz.2016.02.002,html_text_extracted,provider_metadata,https://alz-journals.onlinelibrary.wiley.com/action/cookieAbsent,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1016_j_jalz_2016_02_002_ba410fbb7525a985.txt,1932,,
https://openalex.org/W2329336071,The amyloid hypothesis of Alzheimer's disease at 25 years,10.15252/emmm.201606210,landing_pdf_text_extracted,provider_metadata,https://link.springer.com/content/pdf/10.15252/emmm.201606210.pdf?error=cookies_not_supported&code=073e9b33-4b63-48ff-a885-92122e3d54aa,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_15252_emmm_201606210_6ded77f50802be33.txt,88827,,
